,Applicant_ID,Gender,Age,Marital_Status,Dependents,Education,Employment_Status,Occupation_Type,Residential_Status,Annual_Income,Credit_Score,Loan_Purpose,Bank_Account_History,Transaction_Frequency,Loan_Approval_Status
0,544326,Male,39,Single,1,High School,Employed,Salaried,Own,21457.84852581577,458,Home,8,27,0
0,544690,Male,47,Single,3,High School,Self-Employed,Freelancer,Other,21872.310861273898,838,Home,4,9,1
0,544906,Male,35,Single,2,Graduate,Employed,Professional,Own,21617.389151602074,846,Education,0,23,1
0,544989,Male,49,Married,2,Postgraduate,Self-Employed,Salaried,Own,21040.437631695266,848,Home,2,22,1
0,545100,Male,38,Married,3,High School,Self-Employed,Freelancer,Rent,20767.534503025316,819,Personal,0,23,1
0,545148,Female,47,Married,2,Graduate,Employed,Freelancer,Own,21654.054923246953,515,Personal,5,20,1
0,545158,Male,40,Single,1,High School,Employed,Freelancer,Rent,21040.437631695266,495,Education,3,21,1
0,545166,Female,35,Married,2,High School,Unemployed,Salaried,Own,20943.797424325265,849,Home,4,24,1
0,545252,Female,56,Married,0,Graduate,Self-Employed,Professional,Other,20596.12473141235,673,Vehicle,3,23,0
0,545334,Female,23,Married,0,Graduate,Unemployed,Freelancer,Own,21040.437631695266,843,Personal,5,12,1
0,545484,Female,58,Divorced,0,Graduate,Employed,Professional,Own,21040.437631695266,849,Education,2,13,1
0,545551,Male,33,Single,3,High School,Self-Employed,Freelancer,Other,21541.70594464598,846,Personal,8,21,1
0,545662,Female,26,Single,2,High School,Employed,Salaried,Rent,20414.111778660597,745,Home,5,19,1
0,545699,Male,45,Married,3,High School,Self-Employed,Freelancer,Own,21488.548768101966,838,Home,9,28,1
0,545756,Male,24,Married,3,Postgraduate,Employed,Freelancer,Own,20811.485130103214,460,Home,7,20,1
0,545882,Female,38,Married,2,High School,Employed,Freelancer,Rent,20805.299313995278,355,Home,3,23,0
0,546229,Female,42,Single,3,Graduate,Unemployed,Salaried,Own,21040.437631695266,642,Education,3,10,1
0,546433,Male,63,Single,2,Graduate,Employed,Freelancer,Rent,22019.28830114932,514,Education,8,14,0
0,546511,Male,50,Married,2,Graduate,Unemployed,Professional,Own,21040.437631695266,734,Personal,8,28,1
0,546795,Female,47,Single,2,High School,Unemployed,Professional,Own,20788.48260987481,773,Personal,0,12,1
0,546814,Male,24,Married,2,Graduate,Employed,Freelancer,Own,22314.10140986582,834,Home,1,26,0
0,547127,Male,47,Married,0,High School,Employed,Professional,Own,21040.437631695266,699,Personal,8,8,1
0,547516,Male,39,Married,2,Graduate,Self-Employed,Business,Own,21040.437631695266,849,Education,3,11,1
0,547569,Female,32,Single,2,Graduate,Self-Employed,Business,Own,21194.471430810383,303,Home,9,21,1
0,547759,Male,22,Married,3,Postgraduate,Employed,Salaried,Own,20434.204050965625,661,Personal,6,15,0
0,547854,Male,48,Single,3,Graduate,Unemployed,Business,Own,20607.186957298807,534,Personal,6,9,1
0,547871,Male,38,Married,2,High School,Unemployed,Professional,Own,20301.122121361866,765,Personal,2,22,0
0,548137,Male,38,Married,0,High School,Employed,Salaried,Rent,22785.815382098663,849,Home,4,21,1
0,548177,Male,42,Married,1,High School,Employed,Business,Own,20907.86947646632,824,Personal,7,20,0
0,548301,Male,53,Single,2,High School,Employed,Professional,Own,21136.297941878467,355,Personal,7,18,1
0,548334,Female,66,Married,2,High School,Self-Employed,Professional,Rent,21040.437631695266,843,Vehicle,7,26,1
0,548790,Male,45,Single,3,Graduate,Unemployed,Professional,Other,20692.97120106465,849,Education,4,18,1
0,549027,Female,40,Married,1,High School,Unemployed,Business,Other,20329.400919707114,513,Home,9,18,1
0,549059,Male,41,Married,2,High School,Unemployed,Business,Own,21573.448102208924,324,Education,3,22,0
0,549135,Male,35,Married,0,High School,Employed,Salaried,Other,21040.437631695266,847,Home,0,7,1
0,549174,Male,57,Divorced,0,Graduate,Employed,Business,Rent,21040.437631695266,316,Home,8,22,0
0,549200,Female,43,Married,2,Graduate,Self-Employed,Freelancer,Own,20462.39972868965,571,Education,7,17,1
0,549250,Male,51,Single,2,High School,Unemployed,Freelancer,Own,20535.40939335977,444,Personal,2,28,0
0,549317,Male,62,Married,3,Postgraduate,Employed,Professional,Own,20989.52744840568,785,Home,5,27,0
0,549405,Male,37,Single,2,Graduate,Employed,Freelancer,Own,20274.593986964886,568,Home,7,7,1
0,549497,Male,29,Married,3,High School,Self-Employed,Salaried,Own,20982.93321245518,849,Personal,6,10,0
0,549522,Male,37,Single,3,High School,Self-Employed,Professional,Own,24259.191332379138,448,Home,7,27,0
0,549548,Male,34,Single,2,Postgraduate,Employed,Professional,Own,22586.161702277754,833,Home,7,12,1
0,549638,Female,26,Married,0,High School,Unemployed,Salaried,Other,23747.63555982622,405,Education,1,29,0
0,549674,Female,40,Single,0,High School,Self-Employed,Professional,Own,20972.42888670542,849,Vehicle,2,11,1
0,549687,Male,39,Single,0,Graduate,Self-Employed,Freelancer,Rent,20837.803923676373,848,Vehicle,6,6,1
0,550076,Female,31,Married,1,Graduate,Employed,Professional,Own,21221.554044742366,839,Personal,9,9,1
0,550094,Male,30,Married,1,Graduate,Unemployed,Professional,Own,21017.59040678388,802,Home,1,21,1
0,550162,Female,44,Married,1,Graduate,Employed,Salaried,Own,20268.12084031444,512,Vehicle,9,19,1
0,550417,Female,48,Married,1,Postgraduate,Unemployed,Business,Other,20914.331335131163,849,Vehicle,5,8,1
0,550479,Female,42,Married,3,High School,Employed,Freelancer,Own,21692.97521346999,849,Home,9,29,1
0,550550,Male,36,Married,3,Postgraduate,Employed,Salaried,Own,20741.900171851627,545,Home,3,22,0
0,550659,Female,58,Single,0,High School,Self-Employed,Professional,Own,22100.157482337472,303,Personal,1,7,0
0,550716,Female,31,Married,3,High School,Self-Employed,Professional,Other,21040.437631695266,818,Education,8,21,0
0,550805,Male,36,Single,3,High School,Unemployed,Freelancer,Own,20182.504548091896,849,Vehicle,8,27,0
0,550944,Female,58,Married,0,Graduate,Employed,Freelancer,Rent,25129.523070951782,308,Home,5,13,0
0,551026,Female,29,Married,1,High School,Employed,Professional,Own,21317.362019719614,607,Home,0,16,1
0,551087,Female,49,Married,1,Postgraduate,Employed,Professional,Own,20775.4689307205,389,Vehicle,5,16,1
0,551097,Male,32,Married,0,High School,Unemployed,Salaried,Own,20480.673267072656,847,Personal,6,20,1
0,551193,Female,25,Married,0,High School,Employed,Salaried,Rent,21137.616583832463,698,Home,2,15,0
0,551292,Female,59,Married,3,Graduate,Employed,Freelancer,Own,20306.95082665269,796,Personal,3,16,1
0,551602,Female,34,Married,0,High School,Employed,Business,Own,21040.437631695266,300,Vehicle,9,9,0
0,551724,Male,29,Single,2,High School,Unemployed,Business,Rent,21274.97255525599,831,Home,0,11,1
0,551740,Male,69,Married,2,High School,Employed,Business,Other,21040.437631695266,462,Personal,5,27,0
0,551759,Male,25,Single,2,Postgraduate,Employed,Salaried,Own,20666.241593227744,786,Home,0,18,1
0,551794,Male,50,Single,2,High School,Employed,Salaried,Own,20750.9380856541,507,Home,6,19,0
0,551799,Male,28,Married,1,Graduate,Unemployed,Salaried,Own,21040.437631695266,739,Home,1,25,1
0,551821,Female,47,Single,0,High School,Employed,Professional,Rent,21040.437631695266,357,Home,7,16,0
0,551824,Female,26,Divorced,3,High School,Employed,Business,Rent,22095.503069609054,753,Education,6,25,1
0,551879,Female,39,Married,3,High School,Employed,Salaried,Own,21040.437631695266,818,Vehicle,0,25,1
0,552003,Male,46,Married,0,Postgraduate,Self-Employed,Professional,Rent,21370.6885160476,809,Home,1,21,0
0,552004,Male,45,Single,0,High School,Employed,Professional,Own,20790.26645365953,740,Education,8,18,1
0,552015,Male,40,Married,2,Graduate,Employed,Business,Own,24828.0254224,736,Education,0,15,0
0,552018,Male,40,Married,1,High School,Unemployed,Professional,Rent,20230.856805432846,753,Education,4,15,0
0,552027,Male,50,Single,3,Graduate,Employed,Freelancer,Rent,20539.674541615124,783,Home,9,25,0
0,552030,Male,26,Married,1,High School,Employed,Business,Other,21040.437631695266,827,Personal,2,7,0
0,552137,Female,27,Married,3,High School,Self-Employed,Freelancer,Own,20354.898084752775,435,Vehicle,9,14,1
0,552186,Female,32,Married,1,Graduate,Employed,Salaried,Own,21164.70501278733,849,Personal,6,28,1
0,552446,Male,43,Married,0,High School,Self-Employed,Salaried,Other,21019.236742380403,357,Home,6,25,1
0,552512,Male,28,Married,2,Graduate,Self-Employed,Freelancer,Own,22139.303874332647,547,Personal,2,7,1
0,552662,Male,47,Single,0,Postgraduate,Self-Employed,Professional,Own,21192.898296090167,404,Home,6,17,1
0,552685,Male,36,Married,1,Graduate,Employed,Freelancer,Rent,21251.31293744169,820,Education,2,22,1
0,552761,Male,37,Single,1,Graduate,Unemployed,Professional,Rent,21144.512174792424,636,Education,4,22,1
0,552766,Male,45,Married,3,Postgraduate,Employed,Salaried,Own,22375.524128349236,483,Vehicle,3,26,0
0,552791,Female,46,Married,2,Postgraduate,Employed,Business,Rent,21336.486261744536,301,Vehicle,7,14,0
0,552919,Male,31,Married,0,Graduate,Unemployed,Business,Rent,20483.713155800328,356,Personal,2,24,0
0,552995,Male,46,Married,0,Graduate,Employed,Business,Own,20527.996265363126,601,Education,5,9,1
0,553072,Female,22,Single,2,Graduate,Unemployed,Professional,Own,22215.054467142167,796,Home,4,13,1
0,553216,Male,38,Married,0,Postgraduate,Employed,Freelancer,Rent,21040.437631695266,339,Home,1,21,0
0,553455,Male,60,Divorced,2,Graduate,Employed,Salaried,Own,21828.39615051381,578,Home,7,17,0
0,553621,Male,38,Divorced,1,Postgraduate,Unemployed,Business,Own,20637.24652088725,848,Home,8,15,0
0,553643,Male,42,Married,1,High School,Unemployed,Freelancer,Own,21040.437631695266,303,Home,5,24,0
0,553787,Male,36,Single,3,Postgraduate,Employed,Professional,Own,20937.39542619011,706,Education,3,24,1
0,554363,Male,32,Divorced,3,High School,Self-Employed,Professional,Own,21111.696974477287,679,Vehicle,0,20,1
0,554472,Female,36,Single,0,High School,Employed,Business,Own,21778.466995790783,749,Home,0,19,0
0,554529,Male,36,Married,0,Postgraduate,Self-Employed,Business,Rent,21307.040354100445,830,Vehicle,7,7,1
0,554601,Female,29,Single,3,Postgraduate,Unemployed,Business,Rent,21165.589922446215,627,Personal,5,14,1
0,554916,Female,37,Married,2,Graduate,Employed,Business,Other,20679.966073414584,362,Home,0,13,0
0,555016,Male,27,Single,1,High School,Unemployed,Business,Rent,20945.9958450356,849,Home,4,26,1
0,555121,Male,32,Married,3,Graduate,Employed,Professional,Own,26081.72827937067,846,Education,0,7,0
0,555222,Male,54,Married,3,Graduate,Self-Employed,Freelancer,Own,20601.832347403117,807,Vehicle,0,27,0
0,555237,Male,42,Single,0,High School,Employed,Business,Own,21924.196942227492,735,Vehicle,2,16,0
0,555437,Male,47,Married,1,Graduate,Employed,Business,Own,21040.437631695266,442,Education,0,10,1
0,555733,Female,45,Married,0,High School,Unemployed,Professional,Own,20547.3938134636,776,Personal,5,15,1
0,555808,Male,44,Married,0,High School,Employed,Business,Own,20661.137371376237,305,Home,6,9,0
0,555872,Male,23,Divorced,1,High School,Self-Employed,Business,Own,20716.62671415692,322,Education,6,14,0
0,555961,Female,61,Single,2,Graduate,Employed,Business,Own,25216.931416403117,839,Home,0,28,1
0,556012,Male,35,Single,2,High School,Employed,Freelancer,Own,20684.351968909825,355,Education,3,25,0
0,556063,Male,40,Married,2,Graduate,Unemployed,Salaried,Other,20663.90326990802,417,Vehicle,7,27,0
0,556086,Male,31,Single,3,High School,Employed,Freelancer,Own,20330.86801577474,393,Vehicle,3,7,1
0,556123,Female,48,Married,2,High School,Self-Employed,Freelancer,Rent,22692.207538132603,728,Home,3,18,1
0,556301,Female,30,Divorced,1,High School,Employed,Salaried,Own,20241.742528271767,829,Education,6,15,1
0,556398,Female,56,Single,0,High School,Self-Employed,Professional,Own,21225.360832370396,836,Vehicle,8,25,1
0,556402,Female,39,Divorced,1,High School,Employed,Professional,Own,21318.14225896658,744,Vehicle,8,11,1
0,556465,Female,55,Married,3,Postgraduate,Employed,Freelancer,Own,20201.76629830502,309,Education,8,17,1
0,556466,Female,36,Single,1,Postgraduate,Employed,Salaried,Own,22031.37533930405,359,Home,7,11,0
0,556491,Female,30,Married,2,High School,Unemployed,Salaried,Own,21040.437631695266,849,Education,0,10,1
0,556500,Male,36,Married,2,Graduate,Employed,Freelancer,Own,22729.74077436771,353,Home,0,17,0
0,556590,Female,34,Single,0,Graduate,Employed,Professional,Rent,20387.018218803183,380,Vehicle,4,28,1
0,556595,Male,38,Single,2,Graduate,Self-Employed,Business,Own,21040.437631695266,793,Vehicle,3,24,0
0,556923,Male,31,Single,2,High School,Employed,Freelancer,Rent,21388.068593267482,629,Personal,7,28,1
0,556926,Female,58,Married,3,High School,Self-Employed,Professional,Own,20252.131237684185,303,Home,9,21,1
0,556968,Female,27,Single,0,High School,Employed,Business,Own,21674.79437339296,310,Education,4,6,1
0,557296,Male,33,Single,2,High School,Employed,Salaried,Rent,21286.67717014105,523,Home,4,11,1
0,557344,Male,39,Single,3,High School,Self-Employed,Professional,Rent,21040.437631695266,347,Vehicle,4,8,0
0,557459,Male,49,Single,3,Graduate,Employed,Salaried,Rent,21555.80840132028,849,Vehicle,2,16,0
0,557484,Male,41,Married,3,High School,Unemployed,Business,Own,21040.437631695266,407,Education,4,25,0
0,557642,Male,46,Single,1,Postgraduate,Employed,Freelancer,Rent,20597.56651502742,343,Personal,7,22,0
0,557650,Female,41,Married,2,Graduate,Unemployed,Professional,Own,20787.9958582534,636,Education,7,9,1
0,558174,Female,21,Married,2,High School,Unemployed,Business,Own,20577.081899707802,849,Vehicle,5,14,1
0,558361,Female,36,Single,3,Graduate,Unemployed,Freelancer,Own,20654.51337619098,849,Home,4,14,1
0,558495,Male,20,Married,0,High School,Employed,Freelancer,Own,21551.668447087013,732,Vehicle,4,18,0
0,558559,Female,40,Single,1,High School,Self-Employed,Salaried,Other,21329.46068792011,830,Home,5,28,1
0,558714,Female,29,Divorced,3,High School,Employed,Salaried,Other,22875.95439388431,845,Home,8,15,1
0,558918,Male,65,Married,3,High School,Employed,Salaried,Other,21947.866479786717,310,Home,6,21,0
0,559004,Male,38,Married,2,High School,Unemployed,Business,Rent,21040.437631695266,499,Personal,8,8,1
0,559082,Male,24,Married,3,Postgraduate,Employed,Business,Other,20813.232373449784,361,Home,1,22,1
0,559292,Male,29,Married,0,High School,Unemployed,Salaried,Other,21040.437631695266,848,Home,8,26,0
0,559314,Male,39,Married,3,High School,Self-Employed,Salaried,Rent,20651.962291445732,796,Vehicle,9,23,1
0,559521,Female,53,Married,2,Postgraduate,Employed,Business,Own,21129.58090632706,792,Education,6,20,0
0,559568,Male,41,Single,2,Graduate,Self-Employed,Business,Own,21040.437631695266,427,Personal,1,27,0
0,559569,Male,35,Single,1,High School,Self-Employed,Salaried,Rent,24121.23915007991,504,Vehicle,5,17,0
0,559592,Female,37,Married,2,High School,Unemployed,Professional,Own,21040.437631695266,413,Home,4,13,1
0,559627,Male,69,Married,3,High School,Employed,Salaried,Own,20999.160546903342,497,Personal,7,14,0
0,559651,Female,49,Married,2,Postgraduate,Employed,Freelancer,Rent,20503.069656680444,848,Vehicle,2,12,0
0,559788,Male,54,Single,0,Graduate,Employed,Salaried,Own,21002.536680777783,849,Home,6,20,1
0,559789,Male,58,Single,3,High School,Self-Employed,Salaried,Own,21040.437631695266,306,Vehicle,6,24,0
0,559987,Male,35,Single,2,High School,Unemployed,Professional,Own,21040.437631695266,327,Home,4,21,1
0,560020,Male,38,Single,0,High School,Self-Employed,Business,Rent,21031.629240266626,619,Vehicle,7,15,1
0,560036,Male,53,Married,2,High School,Employed,Business,Rent,21351.050157587695,403,Personal,9,20,0
0,560079,Male,43,Married,1,Graduate,Employed,Freelancer,Rent,20809.84905631178,315,Personal,3,8,0
0,560139,Male,28,Married,0,Graduate,Self-Employed,Professional,Own,20411.326382699142,770,Home,9,26,1
0,560410,Male,35,Married,1,Postgraduate,Self-Employed,Business,Rent,21871.94964573475,816,Home,0,23,1
0,560442,Male,27,Single,0,Postgraduate,Unemployed,Freelancer,Other,21162.906802475485,357,Personal,1,11,0
0,560480,Male,29,Married,2,High School,Employed,Business,Own,21040.437631695266,809,Personal,6,9,1
0,560665,Male,22,Married,3,Graduate,Employed,Salaried,Rent,22633.136141255352,842,Home,0,19,1
0,560674,Male,49,Single,1,High School,Unemployed,Professional,Own,21040.437631695266,302,Home,8,21,0
0,560932,Female,51,Married,2,High School,Employed,Salaried,Rent,20592.187276799516,302,Education,5,18,1
0,560934,Male,68,Single,3,Graduate,Employed,Salaried,Other,20786.543812833235,804,Home,8,28,1
0,560988,Female,49,Married,2,Graduate,Unemployed,Salaried,Other,21068.917903480437,302,Education,1,27,0
0,561167,Male,39,Married,1,Postgraduate,Employed,Business,Own,22056.39430423254,849,Vehicle,5,17,1
0,561181,Female,46,Married,0,Postgraduate,Employed,Professional,Other,22214.94261346669,707,Personal,9,19,0
0,561274,Male,38,Married,0,Graduate,Employed,Freelancer,Own,21341.35719856034,839,Personal,4,7,1
0,561323,Female,29,Single,2,Graduate,Employed,Freelancer,Rent,21040.437631695266,697,Personal,2,12,1
0,561326,Male,28,Married,2,High School,Employed,Freelancer,Rent,20622.131566110787,697,Education,6,16,1
0,561334,Male,41,Married,2,Postgraduate,Employed,Business,Rent,21040.437631695266,800,Personal,8,25,0
0,561485,Male,40,Married,1,Graduate,Employed,Salaried,Other,21309.595543567724,312,Education,9,24,0
0,561622,Female,30,Single,3,Postgraduate,Unemployed,Freelancer,Own,20242.93768650452,302,Home,8,12,1
0,561732,Male,28,Single,1,High School,Unemployed,Freelancer,Rent,20705.529940193323,300,Vehicle,8,27,0
0,561758,Female,31,Married,2,Postgraduate,Self-Employed,Salaried,Other,21978.76716933233,743,Personal,3,14,0
0,561995,Female,46,Single,3,Graduate,Self-Employed,Professional,Own,21040.890177299712,744,Home,7,21,1
0,561996,Male,40,Married,3,Graduate,Employed,Business,Own,20904.469740440174,838,Vehicle,6,16,0
0,562099,Male,39,Divorced,2,High School,Employed,Freelancer,Own,21040.437631695266,783,Personal,3,23,1
0,562110,Male,32,Single,3,Graduate,Unemployed,Professional,Rent,23167.236757529685,836,Education,3,9,1
0,562180,Male,43,Married,2,Graduate,Employed,Freelancer,Rent,20505.405585578977,556,Vehicle,4,23,0
0,562365,Male,24,Married,1,Graduate,Unemployed,Business,Own,20478.245666048653,849,Education,4,9,1
0,562368,Female,27,Married,0,High School,Self-Employed,Professional,Own,21068.526586646356,618,Home,4,18,0
0,562370,Female,32,Divorced,1,High School,Employed,Business,Own,20663.29782340774,787,Vehicle,7,12,1
0,562377,Male,37,Single,3,High School,Employed,Freelancer,Rent,20727.980717368086,495,Personal,0,17,0
0,562548,Male,33,Single,3,Graduate,Employed,Freelancer,Own,21421.548074432078,347,Education,5,28,0
0,562602,Male,27,Married,3,Postgraduate,Employed,Professional,Own,20781.893162766683,789,Home,2,11,1
0,562657,Male,33,Divorced,2,High School,Employed,Professional,Own,20935.19974196113,405,Home,2,17,0
0,562734,Female,33,Married,2,Graduate,Self-Employed,Salaried,Rent,21994.520066325185,741,Home,2,10,1
0,562755,Male,45,Single,2,Graduate,Employed,Salaried,Rent,21120.129783839653,631,Personal,3,28,1
0,562764,Female,43,Single,0,High School,Employed,Professional,Own,21293.664433226477,847,Vehicle,3,27,1
0,562819,Male,34,Divorced,1,Postgraduate,Employed,Salaried,Rent,20406.531383241,807,Vehicle,2,18,1
0,562952,Male,55,Single,3,Graduate,Unemployed,Freelancer,Rent,21040.437631695266,563,Education,6,16,1
0,563113,Male,41,Single,0,High School,Employed,Freelancer,Own,21191.06245915966,537,Home,1,19,0
0,563234,Male,44,Single,1,High School,Self-Employed,Professional,Own,20200.766114368966,729,Vehicle,6,29,1
0,563503,Female,36,Single,3,High School,Employed,Business,Rent,21040.437631695266,835,Vehicle,3,19,1
0,563671,Male,65,Single,1,Graduate,Employed,Salaried,Other,20988.866588157918,768,Personal,6,26,1
0,563703,Male,42,Single,3,High School,Self-Employed,Business,Own,20527.453415873893,659,Education,4,22,1
0,563716,Male,49,Married,3,High School,Employed,Professional,Rent,20491.303813025017,848,Vehicle,1,6,1
0,563727,Male,62,Divorced,0,Graduate,Employed,Business,Own,20141.197704065216,510,Home,7,15,0
0,563738,Male,53,Single,2,High School,Employed,Professional,Own,22675.953865051375,685,Home,0,28,1
0,563872,Female,57,Married,2,Postgraduate,Self-Employed,Business,Own,20406.963063175095,635,Vehicle,5,18,0
0,564141,Male,45,Single,2,Graduate,Self-Employed,Business,Own,21102.9939375809,849,Home,7,25,1
0,564226,Female,41,Married,2,Graduate,Unemployed,Professional,Own,20959.22296973577,524,Home,8,12,1
0,564233,Male,28,Married,0,High School,Self-Employed,Professional,Rent,20542.657306294466,331,Home,9,29,1
0,564267,Female,39,Married,1,Graduate,Unemployed,Salaried,Rent,21141.393612225733,362,Home,7,22,1
0,564296,Female,36,Married,2,High School,Self-Employed,Freelancer,Own,21232.120283382836,849,Home,9,25,1
0,564561,Male,46,Single,1,High School,Employed,Professional,Own,22009.531034810076,726,Personal,4,9,1
0,564586,Male,27,Married,3,Graduate,Employed,Freelancer,Own,21040.437631695266,663,Home,7,19,1
0,564731,Male,31,Divorced,0,Graduate,Employed,Business,Rent,21802.50903687475,473,Education,5,6,1
0,564821,Male,27,Single,0,Graduate,Self-Employed,Salaried,Own,21070.328901680237,846,Home,8,16,1
0,564958,Male,50,Single,3,Graduate,Self-Employed,Business,Other,21040.437631695266,833,Home,7,11,1
0,564997,Male,29,Married,2,High School,Employed,Business,Own,20364.659113753885,309,Vehicle,8,16,0
0,565057,Male,52,Single,1,High School,Employed,Professional,Own,20318.809026553925,849,Personal,2,26,1
0,565159,Male,39,Single,2,Graduate,Self-Employed,Professional,Own,21040.437631695266,813,Home,8,7,1
0,565236,Male,38,Single,2,Postgraduate,Unemployed,Professional,Own,21094.052484746266,330,Vehicle,6,19,0
0,565243,Male,25,Married,0,Graduate,Self-Employed,Business,Own,20672.461615352648,848,Home,7,17,1
0,565460,Male,42,Married,0,Graduate,Self-Employed,Salaried,Own,20824.24568473198,838,Education,1,28,1
0,565473,Male,41,Single,2,High School,Self-Employed,Freelancer,Own,21040.437631695266,749,Home,6,17,1
0,565595,Male,31,Single,0,Graduate,Employed,Professional,Rent,21716.68716649025,849,Home,7,11,1
0,565699,Female,37,Single,0,Postgraduate,Employed,Salaried,Own,22449.335239996843,338,Vehicle,4,15,0
0,565715,Male,38,Married,1,High School,Employed,Salaried,Own,22291.929069669153,375,Education,6,9,1
0,569317,Male,57,Married,2,High School,Employed,Professional,Own,20924.76964326818,721,Personal,4,27,1
0,569479,Male,30,Divorced,3,Graduate,Self-Employed,Salaried,Own,20892.49489802109,812,Vehicle,3,17,1
0,569593,Male,48,Married,1,High School,Employed,Freelancer,Rent,20728.694254881975,401,Personal,8,12,0
0,569823,Male,34,Married,1,Graduate,Employed,Business,Own,21040.437631695266,327,Personal,9,19,0
0,569899,Male,42,Single,3,High School,Employed,Professional,Rent,20385.231638537105,830,Personal,8,9,0
0,569922,Female,45,Married,1,Postgraduate,Employed,Business,Rent,21501.889798838627,540,Personal,9,20,1
0,569963,Male,28,Divorced,0,High School,Self-Employed,Business,Rent,20819.482838929784,436,Vehicle,2,14,0
0,569982,Male,31,Single,0,High School,Self-Employed,Freelancer,Rent,21040.437631695266,486,Home,6,8,0
0,570105,Male,46,Married,0,High School,Employed,Salaried,Own,23317.268794720076,425,Home,5,11,1
0,570432,Male,31,Single,2,Postgraduate,Employed,Salaried,Own,20669.744289364953,845,Education,4,10,1
0,570670,Male,44,Married,0,Graduate,Employed,Salaried,Own,20757.0353081781,385,Home,4,11,1
0,571082,Female,39,Married,0,Graduate,Employed,Salaried,Own,20854.023732800804,359,Home,7,14,1
0,571194,Male,53,Married,1,Postgraduate,Employed,Professional,Own,21040.437631695266,544,Home,9,23,1
0,571313,Female,35,Married,1,Postgraduate,Employed,Salaried,Own,20525.499226124688,808,Education,1,10,1
0,571335,Male,31,Married,2,Graduate,Employed,Professional,Own,21614.86440548989,841,Home,0,16,1
0,571500,Female,37,Single,3,High School,Unemployed,Professional,Own,20618.62921203375,374,Vehicle,8,7,1
0,571616,Male,28,Single,3,Postgraduate,Unemployed,Professional,Rent,22179.921467117485,704,Home,7,22,0
0,572394,Male,43,Married,0,Graduate,Employed,Business,Own,20462.134289998,370,Vehicle,0,17,0
0,572607,Female,43,Divorced,2,Graduate,Employed,Salaried,Own,21827.04535490387,815,Home,6,13,1
0,572825,Female,29,Married,1,Postgraduate,Employed,Salaried,Rent,21065.580080344997,814,Education,9,11,1
0,572888,Female,36,Married,2,Graduate,Self-Employed,Business,Rent,21421.548074432078,408,Home,6,12,1
0,572918,Male,45,Married,3,Graduate,Employed,Freelancer,Own,22823.05855130991,820,Education,1,24,1
0,572939,Male,46,Married,1,High School,Self-Employed,Professional,Own,21360.543353475972,339,Vehicle,4,16,0
0,573095,Male,56,Divorced,0,Graduate,Self-Employed,Professional,Rent,20861.672882314502,324,Home,0,22,1
0,573228,Male,30,Married,1,Postgraduate,Employed,Salaried,Own,20900.64106096129,764,Home,8,11,1
0,573519,Male,29,Married,3,Graduate,Employed,Professional,Own,20737.581320149635,772,Home,5,14,1
0,573824,Male,40,Single,1,Graduate,Employed,Business,Own,20443.20399608927,843,Home,5,13,1
0,573839,Male,40,Married,2,Graduate,Employed,Professional,Own,20787.32986710309,833,Vehicle,7,24,0
0,574190,Female,32,Married,2,Graduate,Employed,Freelancer,Own,21383.732638557005,421,Personal,4,21,0
0,574327,Male,46,Married,0,Graduate,Employed,Business,Own,21883.494176460412,593,Home,5,17,0
0,574416,Female,44,Married,0,Graduate,Unemployed,Salaried,Own,21393.448857675896,778,Home,9,27,0
0,574649,Male,34,Married,2,Postgraduate,Employed,Freelancer,Own,20731.280229764525,597,Home,5,8,0
0,575031,Male,22,Single,2,High School,Employed,Salaried,Own,20358.58036247905,839,Education,7,27,1
0,575160,Male,41,Married,2,High School,Unemployed,Professional,Rent,21844.29921192115,849,Personal,7,22,1
0,575257,Male,36,Married,2,High School,Self-Employed,Business,Own,21909.60773393178,849,Vehicle,2,16,1
0,575391,Male,39,Single,1,Graduate,Employed,Salaried,Own,20812.558856975746,427,Vehicle,3,18,1
0,575401,Female,33,Single,3,High School,Employed,Professional,Other,21040.437631695266,300,Education,3,25,1
0,575413,Male,37,Single,3,Graduate,Unemployed,Professional,Own,21390.840990942488,477,Home,1,14,1
0,576042,Male,38,Married,3,High School,Self-Employed,Salaried,Rent,20963.153241085038,313,Education,7,20,0
0,576050,Male,26,Married,0,High School,Self-Employed,Business,Own,20776.779363230427,695,Personal,0,8,1
0,576054,Male,40,Married,1,High School,Self-Employed,Professional,Rent,21049.368480664638,630,Education,9,14,1
0,576056,Female,41,Single,2,High School,Self-Employed,Business,Own,21059.270780515817,842,Education,7,16,1
0,576095,Male,40,Single,3,High School,Self-Employed,Freelancer,Own,20971.689694678807,667,Home,1,8,0
0,576108,Male,26,Married,0,Graduate,Self-Employed,Professional,Own,20534.004894303187,715,Personal,3,9,1
0,576125,Male,36,Single,0,Graduate,Unemployed,Business,Own,20971.689694678807,849,Home,8,26,1
0,576163,Male,33,Married,2,Postgraduate,Employed,Professional,Own,21325.01048511297,555,Home,7,19,0
0,576230,Male,42,Single,2,Graduate,Employed,Salaried,Own,20923.19958708949,598,Personal,1,13,1
0,576486,Male,31,Divorced,2,Graduate,Employed,Business,Own,20371.63064207151,848,Vehicle,2,10,1
0,576605,Male,42,Married,2,High School,Self-Employed,Professional,Own,20764.70942808418,776,Vehicle,6,16,1
